타임스탬프,명칭,한자,위치,분류,이미지,기여자 기록용 별명 (한 번만 적어주시면 됩니다)
,부왕사,扶旺寺,"665, 584",건물,수선전도,
,산영루,山暎樓,"633, 647",건물,수선전도,
,행궁,行宮,"689, 587",건물,수선전도,
,보현봉,普賢峯,"716, 559",지명,수선전도,
,보광사,普光寺,"709, 608",건물,수선전도,
,상창,上倉,"665, 637",건물,수선전도,
,백악,白岳,"811, 585",지명,수선전도,
,서성,西城,"869, 299",지명,수선전도,
,승가사,僧伽寺,"793, 386",건물,수선전도,
,문수사,文殊寺,"776, 461",건물,수선전도,
,미타사,彌陀寺,"843, 502",건물,수선전도,
,사천,沙川,"1225, 134",지명,수선전도,
,모악,母岳,"1272, 171",지명,수선전도,
,모악현,母岳峴,"1359, 245",지명,수선전도,
,백운동,白雲洞,"1024, 417",지명,수선전도,
,청풍계,淸風溪,"1079, 433",지명,수선전도,
